CAMIS,Name,MostRecentInspDate,GRADE,INSPECTION TYPE,SCORE
50032662,SCAVELLO'S ON THE ISLAND,2023-04-25,A,Cycle Inspection / Re-inspection,12.0
50058625,TIM HORTONS,2025-08-12,A,Cycle Inspection / Initial Inspection,13.0
50105752,TACOS & TEQUILA,2024-04-24,A,Cycle Inspection / Re-inspection,12.0
50113693,DAILY DOSE JUICE BAR,2025-05-27,A,Cycle Inspection / Initial Inspection,12.0
50105787,DELICIOUS CHINESE RESTAURANT,2025-05-08,A,Cycle Inspection / Re-inspection,13.0
50133898,BROOKLYN ITALIAN HEROES,2025-02-10,A,Cycle Inspection / Re-inspection,12.0
50105368,DUNKIN DONUTS,2025-08-13,A,Cycle Inspection / Initial Inspection,13.0
41709869,DINOSAUR BAR-B-QUE,2024-04-10,A,Cycle Inspection / Re-inspection,13.0
50126739,BARCODE,2025-05-29,A,Cycle Inspection / Initial Inspection,12.0
50109981,BLANK STREET,2025-07-17,A,Cycle Inspection / Re-inspection,13.0
50067973,WANG BIG BOWL NOODLE,2024-03-21,A,Cycle Inspection / Initial Inspection,8.0
50112548,STARBUCKS PICKUP,2024-09-04,A,Cycle Inspection / Initial Inspection,9.0
50151140,CHIKURIN,2024-08-07,A,Pre-permit (Operational) / Initial Inspection,13.0
40577007,ACME,2022-04-26,A,Cycle Inspection / Initial Inspection,12.0
41604013,MAMA'S EMPANADAS,2025-03-31,A,Cycle Inspection / Initial Inspection,12.0
50013416,GONG CHA,2025-03-12,A,Cycle Inspection / Initial Inspection,7.0
50085632,TAQUERIA SINALOENSE,2024-10-30,A,Cycle Inspection / Initial Inspection,13.0
50079978,CONCETTINA,2022-12-08,A,Cycle Inspection / Re-inspection,11.0
41340437,A BAR,2025-04-07,A,Cycle Inspection / Initial Inspection,10.0
50081301,BROOKLYN BAGEL & COFFEE COMPANY,2025-03-04,A,Cycle Inspection / Initial Inspection,8.0
50080673,RALPH'S FAMOUS ITALIAN ICES,2024-05-08,A,Cycle Inspection / Re-inspection,12.0
50110227,LENNY'S PIZZERIA,2025-05-05,A,Cycle Inspection / Re-inspection,13.0
41688103,PRESS DINING ROOM,2025-01-25,A,Cycle Inspection / Initial Inspection,0.0
50161121,RED COFFEE STAND,2025-05-02,A,Pre-permit (Operational) / Initial Inspection,12.0
41362540,"AUNT BUTCHIES, REVIVE BAR",2025-06-12,A,Cycle Inspection / Initial Inspection,8.0
50153817,KENNEDY CHICKEN AND HALAL EXPRESS,2025-01-14,A,Pre-permit (Operational) / Initial Inspection,13.0
50149373,PANDO'S,2024-11-25,A,Pre-permit (Operational) / Re-inspection,13.0
50152935,CAFE BLESSING,2025-04-04,A,Pre-permit (Operational) / Re-inspection,12.0
50123726,CLAIRES KITCHEN CAFE,2025-04-11,A,Cycle Inspection / Initial Inspection,12.0
50145248,TASTE OF CHINA,2024-04-11,A,Pre-permit (Operational) / Re-inspection,7.0
50059256,THE PIZZA PARLOR,2024-07-24,A,Cycle Inspection / Initial Inspection,11.0
50105076,BUGGING OUT 4 BURGERS,2024-03-28,A,Cycle Inspection / Re-inspection,12.0
50077609,SUSHI KING,2024-12-03,A,Cycle Inspection / Initial Inspection,12.0
50140002,HENRIETTA,2025-03-19,A,Cycle Inspection / Initial Inspection,12.0
50118534,HYATT PLACE NEW YORK CITY/TIMES SQUARE,2024-08-16,A,Cycle Inspection / Re-inspection,12.0
50079182,PIZZA SECRET,2023-11-08,B,Cycle Inspection / Re-inspection,15.0
50130575,ARTIZEN,2024-11-22,A,Cycle Inspection / Re-inspection,10.0
50105050,TUTTO CALCIO ESPRESSO BAR / GIOVANNA'S KITCHEN,2025-05-05,A,Cycle Inspection / Re-inspection,11.0
41252043,COBBLE HILL CINEMAS,2024-10-09,A,Cycle Inspection / Initial Inspection,12.0
40512445,BELLA BLU,2024-12-19,nan,Administrative Miscellaneous / Re-inspection,
50164836,BORIS & HORTON,2025-08-15,Z,Pre-permit (Operational) / Re-inspection,22.0
50142622,BLENOIR CREPES & CAFÉ,2024-07-22,A,Pre-permit (Operational) / Re-inspection,10.0
41109162,H.Q. LOUNGE,2023-11-19,A,Cycle Inspection / Initial Inspection,10.0
50065683,BARELY DISFIGURED,2025-02-13,A,Cycle Inspection / Re-inspection,13.0
50130302,MOODY'S 52ND FLOOR COFFEE BAR,2025-01-09,A,Cycle Inspection / Initial Inspection,2.0
50130302,MOODY'S 52ND FLOOR COFFEE BAR,2025-01-09,nan,Administrative Miscellaneous / Initial Inspection,
50133803,SIMPLE ASIA,2024-05-09,A,Cycle Inspection / Re-inspection,10.0
50012080,CHILO'S,2024-06-12,A,Cycle Inspection / Initial Inspection,10.0
50130584,S.G.S CATERING & PRIVATE CHEF SERVICES,2025-04-21,A,Cycle Inspection / Initial Inspection,2.0
50073848,BIRD & BRANCH,2025-05-20,A,Cycle Inspection / Initial Inspection,13.0
50043434,RISE BAR,2023-08-23,A,Cycle Inspection / Re-inspection,12.0
41653556,AWASH ETHIOPIAN RESTAURANT,2025-02-12,A,Cycle Inspection / Re-inspection,11.0
40976804,CHIPOTLE MEXICAN GRILL,2025-07-10,B,Cycle Inspection / Re-inspection,15.0
50160655,Sushi Akira,2025-04-29,A,Pre-permit (Operational) / Initial Inspection,10.0
41705474,DRAUGHT 55 BAR & KITCHEN,2025-07-10,A,Cycle Inspection / Initial Inspection,12.0
41315226,CHOP'T,2024-09-09,A,Cycle Inspection / Initial Inspection,10.0
50071497,THE STANDARD BIERGARTEN / THE STANDARD GRILL / THE STANDARD SODA SHOP,2025-07-21,A,Cycle Inspection / Re-inspection,12.0
50152901,PRATT INSTITUTE PI SHOP,2025-04-18,A,Pre-permit (Operational) / Initial Inspection,12.0
50070626,LILLO,2024-10-09,A,Cycle Inspection / Initial Inspection,10.0
50084549,5 DE MAYO RESTAURANT,2024-10-25,A,Cycle Inspection / Initial Inspection,3.0
50106324,CHEN'S GARDEN,2024-04-01,A,Cycle Inspection / Re-inspection,13.0
50143176,ASIA HARBOR,2025-07-02,Z,Cycle Inspection / Re-inspection,23.0
50033317,DAI HING RESTAURANT,2023-10-16,B,Cycle Inspection / Re-inspection,14.0
50158329,SOPO,2025-03-20,Z,Pre-permit (Operational) / Re-inspection,24.0
50145618,101 APizza,2024-07-23,A,Pre-permit (Operational) / Initial Inspection,11.0
40537494,810 DELI & CAFE,2024-12-02,A,Cycle Inspection / Initial Inspection,11.0
50002691,THE JEFFREY,2024-02-14,A,Cycle Inspection / Re-inspection,7.0
50034497,750 MYRTLE DINER,2025-02-14,A,Cycle Inspection / Re-inspection,12.0
50059659,KING OF FALAFEL & SHAWARMA,2025-02-20,A,Cycle Inspection / Initial Inspection,13.0
41650760,TROPICAL COFFEE SHOP,2025-01-21,A,Cycle Inspection / Initial Inspection,13.0
50056338,FAY DA BAKERY,2024-08-23,A,Cycle Inspection / Re-inspection,10.0
50078102,MANGO MANGO DESSERT,2024-07-09,A,Cycle Inspection / Re-inspection,7.0
50123745,BLANK STREET COFFEE,2024-10-29,A,Cycle Inspection / Initial Inspection,12.0
40845101,AZALEA,2024-10-28,A,Cycle Inspection / Initial Inspection,12.0
50132244,HI TEA,2025-06-27,A,Cycle Inspection / Initial Inspection,12.0
50063168,FLOATING MOUNTAIN,2024-12-05,A,Cycle Inspection / Initial Inspection,7.0
50161081,TAMARIND ISLAND,2025-04-08,C,Pre-permit (Operational) / Re-inspection,31.0
50128920,KOJI CHICKEN,2025-06-23,B,Cycle Inspection / Re-inspection,24.0
50114977,AVOCADERIA,2025-06-06,A,Cycle Inspection / Initial Inspection,9.0
50117656,SAMI'S KABAB HOUSE,2024-11-18,A,Cycle Inspection / Initial Inspection,5.0
50114225,DOUGIES JAMAICAN CUISINE,2024-05-08,A,Cycle Inspection / Re-inspection,2.0
50135489,WOW CAFE,2023-09-21,A,Cycle Inspection / Initial Inspection,4.0
41470250,TASTE OF THE TOWN,2025-01-08,A,Cycle Inspection / Initial Inspection,12.0
40398367,MCDONALD'S,2024-12-12,A,Cycle Inspection / Initial Inspection,10.0
41638553,BRICIOLA,2025-07-17,Z,Cycle Inspection / Re-inspection,26.0
41138977,PERRINE,2024-12-30,A,Cycle Inspection / Re-inspection,13.0
50130681,KWEEN,2024-09-12,A,Cycle Inspection / Initial Inspection,7.0
50001777,AU BON PAIN,2019-11-14,A,Cycle Inspection / Initial Inspection,9.0
50095813,83 ASIAN,2024-08-26,A,Cycle Inspection / Re-inspection,13.0
50046044,RAPHA CYCLE CLUB,2025-08-12,A,Cycle Inspection / Re-inspection,8.0
50148650,SPRINGBONE KITCHEN,2024-08-08,A,Pre-permit (Operational) / Initial Inspection,12.0
50114233,NUVEEN,2025-01-10,A,Cycle Inspection / Initial Inspection,3.0
50072850,SALAD BOX,2025-01-16,A,Cycle Inspection / Initial Inspection,8.0
50152807,SIX HAPPINESS CHINESE RESTA,2024-09-26,A,Pre-permit (Operational) / Initial Inspection,10.0
50010387,GREGORY'S COFFEE,2024-05-31,A,Cycle Inspection / Initial Inspection,9.0
50133940,MEMPHIS SEOUL,2024-06-29,A,Cycle Inspection / Initial Inspection,10.0
50073792,KREYOL FLAVOR,2025-07-17,A,Cycle Inspection / Initial Inspection,12.0
41337371,VINA DEL MAR RESTAURANT,2024-08-29,A,Cycle Inspection / Re-inspection,13.0
41337371,VINA DEL MAR RESTAURANT,2024-08-29,nan,Administrative Miscellaneous / Re-inspection,
50147627,ARTISAN TEA & COFFEE,2025-07-11,A,Cycle Inspection / Initial Inspection,12.0
50148200,BRAVO PIZZA,2024-04-11,A,Pre-permit (Operational) / Initial Inspection,12.0
50110682,SPICE MANTRA,2024-08-14,B,Cycle Inspection / Re-inspection,21.0
50099922,HOUSE OF YES,2024-10-05,A,Cycle Inspection / Initial Inspection,13.0
50035827,DUNKIN',2025-03-10,A,Cycle Inspection / Initial Inspection,13.0
50001102,FASSST CAFE (SECOND STAGE THEATRE),2019-02-05,A,Cycle Inspection / Initial Inspection,4.0
50055939,DUNKIN,2024-05-10,A,Cycle Inspection / Initial Inspection,4.0
50016335,THE EDGE,2023-10-24,A,Cycle Inspection / Re-inspection,12.0
50119043,FLORENCE  DINER,2024-12-02,A,Cycle Inspection / Re-inspection,13.0
50132215,APPAS PIZZA,2025-01-15,B,Cycle Inspection / Re-inspection,24.0
40625816,THE FITZ,2024-06-03,A,Cycle Inspection / Initial Inspection,4.0
50016731,MALT & MOLD,2024-11-14,A,Cycle Inspection / Re-inspection,5.0
41699217,RANDALL MANOR TAVERN,2023-11-30,A,Cycle Inspection / Initial Inspection,13.0
41543885,THE DUTCH,2024-03-25,A,Cycle Inspection / Re-inspection,13.0
41356909,GIUSEPPE PIZZERIA,2024-04-01,A,Cycle Inspection / Re-inspection,11.0
50155542,BLUE BOTTLE COFFEE,2024-09-30,nan,Trans Fat / Initial Inspection,
50155542,BLUE BOTTLE COFFEE,2024-09-30,A,Pre-permit (Operational) / Initial Inspection,13.0
41698238,MCDONALD'S,2024-10-04,A,Cycle Inspection / Initial Inspection,12.0
41698238,MCDONALD'S,2024-10-04,nan,Administrative Miscellaneous / Initial Inspection,
50135356,4747LIC,2023-05-18,A,Pre-permit (Operational) / Initial Inspection,11.0
50143561,UBS EMA CAFÉ,2024-01-25,A,Pre-permit (Operational) / Initial Inspection,12.0
50124084,ZOHO RESTAURANT & LOUNGE,2024-04-03,A,Cycle Inspection / Initial Inspection,5.0
41298039,REED SMITH,2024-07-15,A,Cycle Inspection / Initial Inspection,8.0
50151069,CARRIZAL RESTAURANT FOOD,2024-12-24,A,Pre-permit (Operational) / Initial Inspection,12.0
50065703,MAKIMAKI,2024-03-21,A,Cycle Inspection / Re-inspection,5.0
50097243,YANG'S GOOD TASTE,2024-11-14,A,Cycle Inspection / Initial Inspection,9.0
50155702,URBAN VEGAN KITCHEN,2025-05-13,A,Pre-permit (Operational) / Re-inspection,10.0
41559345,HEALTHY BLENDZ,2025-05-27,A,Cycle Inspection / Initial Inspection,10.0
50131792,MOTHER EARTH JUICE BAR CAFE,2025-03-06,A,Cycle Inspection / Initial Inspection,10.0
50131511,GREEN STREETS SALADS,2024-08-14,A,Pre-permit (Operational) / Initial Inspection,12.0
50101528,JING WEI HOTPOT,2024-04-01,nan,Administrative Miscellaneous / Re-inspection,
50101528,JING WEI HOTPOT,2024-04-01,A,Cycle Inspection / Re-inspection,11.0
50156285,THE PARKGATE,2025-04-10,A,Pre-permit (Operational) / Initial Inspection,11.0
50152150,MASSARA,2025-04-10,B,Pre-permit (Operational) / Re-inspection,27.0
50151068,DRAGON KING,2025-04-08,B,Pre-permit (Operational) / Re-inspection,20.0
40400155,BUS STOP CAFE,2024-09-30,A,Cycle Inspection / Initial Inspection,12.0
50167859,AYAT,2025-07-29,Z,Cycle Inspection / Reopening Inspection,2.0
50151342,RIO BONITO GRILL,2025-04-16,A,Pre-permit (Operational) / Initial Inspection,12.0
50001915,REFINERY ROOFTOP,2024-11-20,A,Cycle Inspection / Initial Inspection,9.0
41483197,CAFE TABU,2024-11-19,A,Cycle Inspection / Re-inspection,6.0
50001255,THE MILLING ROOM,2024-10-17,A,Cycle Inspection / Initial Inspection,2.0
50111618,CELLAR DOG,2025-07-23,A,Cycle Inspection / Initial Inspection,10.0
50110452,CLAUDETTE'S CAFE,2024-10-18,A,Cycle Inspection / Initial Inspection,11.0
41391415,HELLCAT ANNIE'S TAP ROOM,2022-05-25,A,Cycle Inspection / Initial Inspection,11.0
40997900,MR WASABI,2024-03-13,A,Cycle Inspection / Re-inspection,10.0
50143805,MAYAS SNACK BAR,2024-09-22,A,Pre-permit (Operational) / Re-inspection,12.0
50100285,JUST SALAD,2025-07-16,A,Cycle Inspection / Re-inspection,12.0
50120859,BAO BY KAYA,2024-11-21,A,Cycle Inspection / Initial Inspection,9.0
50035069,OSO,2024-05-08,A,Cycle Inspection / Initial Inspection,12.0
50152001,ENERGY FUEL FULTON,2024-12-02,A,Pre-permit (Operational) / Re-inspection,4.0
50080342,SHAKE SHACK,2023-11-16,A,Cycle Inspection / Initial Inspection,13.0
50064045,TOMINO - TABERNA GALLEGA,2024-04-17,A,Cycle Inspection / Re-inspection,13.0
50107031,THE BAY CAFE,2023-03-30,A,Cycle Inspection / Initial Inspection,13.0
50103576,RIVINGTON PIZZA,2024-12-19,A,Cycle Inspection / Re-inspection,4.0
50147830,POPUP BAGELS,2024-08-13,A,Pre-permit (Operational) / Initial Inspection,11.0
50104710,STARBUCKS,2024-09-12,nan,Administrative Miscellaneous / Initial Inspection,
50122786,BROOKLYN DIM SUM CO.,2024-11-13,A,Cycle Inspection / Re-inspection,12.0
41112530,ATRIUM CINEMAS,2023-01-23,A,Cycle Inspection / Initial Inspection,8.0
50137608,NOWON,2024-10-25,A,Cycle Inspection / Initial Inspection,10.0
50120214,HENDRICKSON'S,2023-05-09,A,Cycle Inspection / Initial Inspection,9.0
50046906,NETS PRACTICE FACILITY,2024-10-02,A,Cycle Inspection / Initial Inspection,9.0
50019079,TASTY CARIBBEAN,2025-06-26,Z,Cycle Inspection / Reopening Inspection,4.0
41487738,MEXICAN RESTAURANT,2024-10-17,A,Cycle Inspection / Initial Inspection,12.0
50127729,FRASKO DELI,2024-04-17,A,Cycle Inspection / Initial Inspection,7.0
50147804,LIBERTY BAGELS,2025-03-20,A,Cycle Inspection / Initial Inspection,12.0
50145844,BBQ CHICKEN AND BEERS,2024-08-28,A,Pre-permit (Operational) / Initial Inspection,8.0
41268295,MCDONALD'S,2025-01-31,A,Cycle Inspection / Initial Inspection,11.0
50167367,LA PIAZZA,2025-06-30,nan,Administrative Miscellaneous / Re-inspection,
50167367,LA PIAZZA,2025-06-30,A,Pre-permit (Operational) / Re-inspection,11.0
50045959,ROYAL COACH DINER,2024-04-02,A,Cycle Inspection / Re-inspection,10.0
50146373,SHERDOR BURGERS AND SAUSAGES,2024-02-27,A,Pre-permit (Operational) / Initial Inspection,4.0
50139089,MALA PROJECT,2025-08-14,A,Cycle Inspection / Re-inspection,13.0
41191334,EAST VILLAGE PIZZA,2025-05-28,A,Cycle Inspection / Initial Inspection,11.0
41350171,"BURGER KING, POPEYES",2024-08-20,B,Cycle Inspection / Re-inspection,17.0
50140847,CAFE CHRYSTIE,2024-10-31,A,Cycle Inspection / Initial Inspection,5.0
50140847,CAFE CHRYSTIE,2024-10-31,nan,Administrative Miscellaneous / Initial Inspection,
41243506,SIMPLE CAFE,2024-10-03,A,Cycle Inspection / Initial Inspection,11.0
50143310,LA ZONA GUAYACA,2024-12-02,B,Pre-permit (Operational) / Re-inspection,27.0
50115166,SANTA FE BK,2024-11-19,A,Cycle Inspection / Re-inspection,12.0
50123157,CHARLIE'S SANDWICH SHOP,2024-04-22,A,Cycle Inspection / Re-inspection,13.0
50143144,TROPICAL SMOOTHIE CAFE NY 072,2025-06-30,A,Cycle Inspection / Initial Inspection,10.0
50146273,HUNGRY LLAMA,2024-05-24,A,Pre-permit (Operational) / Initial Inspection,6.0
41606730,DELTA SKY CLUB,2019-05-16,A,Cycle Inspection / Initial Inspection,9.0
50129829,106 NUTRITION BLENDS,2024-12-12,A,Cycle Inspection / Initial Inspection,12.0
50129829,106 NUTRITION BLENDS,2024-12-12,nan,Administrative Miscellaneous / Initial Inspection,
50092491,RED STAR CHINESE FOOD,2025-02-06,A,Cycle Inspection / Re-inspection,9.0
50111681,CHAI AUTHENTIC BEIJING CUISINE,2024-04-25,A,Cycle Inspection / Re-inspection,13.0
50138095,JIMBO'S HAMBURGER PALACE,2025-07-24,A,Cycle Inspection / Re-inspection,7.0
50118266,TEN CAKE STUDIO,2024-11-18,A,Cycle Inspection / Initial Inspection,7.0
50099793,NEW PANDA BAKERY,2025-06-11,A,Cycle Inspection / Initial Inspection,11.0
50129888,THE BROSKI GRILL,2023-04-10,nan,Administrative Miscellaneous / Initial Inspection,
50129888,THE BROSKI GRILL,2023-04-10,A,Pre-permit (Operational) / Initial Inspection,10.0
50066378,FUTIGI SUSHI,2024-09-12,A,Cycle Inspection / Initial Inspection,13.0
50016699,TU CASA,2025-05-19,A,Cycle Inspection / Initial Inspection,12.0
40366132,DENINO'S PIZZERIA TAVERN,2024-01-19,A,Cycle Inspection / Re-inspection,10.0
41214353,STANDINGS,2024-07-10,A,Cycle Inspection / Initial Inspection,7.0
50159599,JHOANES BAKERY & COFFEE,2024-11-27,B,Pre-permit (Operational) / Re-inspection,24.0
50048298,"DUNKIN', 'BASKIN ROBBINS",2025-05-08,A,Cycle Inspection / Re-inspection,9.0
50164641,CHOP & GO,2025-07-10,A,Pre-permit (Operational) / Initial Inspection,7.0
41040475,GRAMERCY ALE HOUSE,2023-09-20,B,Cycle Inspection / Re-inspection,17.0
50058219,HAN JOO BBQ CYCJ,2025-04-21,A,Cycle Inspection / Re-inspection,12.0
41112524,ADRIENNE'S PIZZA BAR,2024-06-12,A,Cycle Inspection / Initial Inspection,12.0
50016526,SUBWAY,2025-07-07,Z,Cycle Inspection / Reopening Inspection,2.0
50085445,ECOWAS KITCHEN (AMALA JUNCTION),2025-08-26,A,Cycle Inspection / Initial Inspection,11.0
50133394,AGUA E' COCO BAR & GRILL,2025-08-18,nan,Smoke-Free Air Act / Initial Inspection,
41396894,BURGER KING,2024-12-12,A,Cycle Inspection / Re-inspection,13.0
50081615,INWOOD BAGELS,2025-02-20,A,Cycle Inspection / Re-inspection,9.0
50128473,MATCHAFUL,2024-11-27,A,Cycle Inspection / Re-inspection,12.0
40380628,PISA PIZZERIA,2024-06-27,A,Cycle Inspection / Initial Inspection,9.0
50043211,AMERITANIA BAR,2023-06-14,A,Cycle Inspection / Initial Inspection,12.0
50086526,KARAOKE FLOWER,2025-03-07,A,Cycle Inspection / Initial Inspection,10.0
40886675,CANARD INC,2024-08-20,A,Cycle Inspection / Re-inspection,10.0
50105567,No.1 RESTAURANT,2025-07-03,A,Cycle Inspection / Initial Inspection,12.0
50082980,ZIA MARIA LITTLE ITALY,2024-03-13,A,Cycle Inspection / Re-inspection,13.0
50106928,SPONGIES CAFE,2025-06-10,A,Cycle Inspection / Re-inspection,12.0
50101082,DANTE WEST VILLAGE,2024-05-30,A,Cycle Inspection / Initial Inspection,13.0
41074013,CAFE MANHATTAN,2025-07-18,A,Cycle Inspection / Re-inspection,13.0
40868248,BILL'S RESTAURANT,2025-06-27,A,Cycle Inspection / Initial Inspection,7.0
50010278,ROCHELLE'S / 205 CLUB,2023-05-05,A,Cycle Inspection / Initial Inspection,12.0
50081416,GREEDY POT,2025-08-20,A,Cycle Inspection / Re-inspection,11.0
41433057,NEW SHUN WEI RESTAURANT,2025-02-19,B,Cycle Inspection / Re-inspection,25.0
50145518,Don Julio Bar & Restaurant,2024-08-20,A,Pre-permit (Operational) / Initial Inspection,11.0
50102146,EATZY CHINESE,2024-05-28,A,Cycle Inspection / Initial Inspection,12.0
50107272,BAKE CULTURE,2025-02-11,A,Cycle Inspection / Initial Inspection,10.0
50123423,BLOSSOM ICE CREAM,2024-11-12,C,Cycle Inspection / Re-inspection,40.0
41274186,DIEGO'S PIZZA & RESTAURANT,2024-03-29,A,Cycle Inspection / Initial Inspection,11.0
50107661,HENG THAI,2025-04-17,C,Cycle Inspection / Re-inspection,61.0
50137494,IRVING FARM NEW YORK,2024-11-26,nan,Administrative Miscellaneous / Re-inspection,
50137494,IRVING FARM NEW YORK,2024-11-26,A,Cycle Inspection / Re-inspection,10.0
41350559,"BURGER KING, POPEYES",2025-05-12,A,Cycle Inspection / Initial Inspection,11.0
50115701,I'MILKY,2024-01-11,A,Cycle Inspection / Initial Inspection,4.0
41693599,ABOVE BALLROOM,2018-10-05,A,Cycle Inspection / Re-inspection,12.0
50051766,GREGORY'S COFFEE,2024-04-15,A,Cycle Inspection / Initial Inspection,5.0
50011926,BLACK IRON BURGER,2023-12-07,A,Cycle Inspection / Initial Inspection,10.0
50095989,MEAT,2024-09-29,A,Cycle Inspection / Initial Inspection,12.0
50153864,KITCHEN 706,2024-09-24,A,Pre-permit (Operational) / Initial Inspection,9.0
50128026,PRIME 623,2024-05-29,A,Cycle Inspection / Initial Inspection,10.0
50105216,CHICK-FIL-A,2025-02-12,A,Cycle Inspection / Re-inspection,7.0
50070016,STARBUCKS (Fordham University),2025-02-20,A,Cycle Inspection / Initial Inspection,5.0
40513021,BLUE MOUNTAIN RESTAURANT & JERK CENTER,2025-06-23,A,Cycle Inspection / Initial Inspection,13.0
50121819,HALAL BROS GRILL,2025-01-02,A,Cycle Inspection / Initial Inspection,8.0
40571528,GEORGE'S,2025-03-03,A,Cycle Inspection / Initial Inspection,13.0
50149715,ISLAND KRAVE,2024-08-06,nan,Administrative Miscellaneous / Initial Inspection,
50149715,ISLAND KRAVE,2024-08-06,A,Pre-permit (Operational) / Initial Inspection,5.0
50128282,SAL & DOMS PASTRY SHOP,2024-11-27,A,Cycle Inspection / Re-inspection,9.0
50046464,NEW LUCKY HOUSE RESTAURANT,2025-05-07,A,Cycle Inspection / Initial Inspection,13.0
50127665,LOQMA CAFE,2024-10-10,A,Cycle Inspection / Initial Inspection,12.0
50103814,MAYA TAQUERIA,2024-05-15,A,Cycle Inspection / Initial Inspection,2.0
41680485,FLAMINGO RESTAURANT AND MANTRA LOUNGE,2024-05-08,A,Cycle Inspection / Initial Inspection,13.0
50110918,IL POSTINO RISTORANTE,2024-05-28,A,Cycle Inspection / Initial Inspection,12.0
50158586,FRUITTI YUMMI,2025-04-14,A,Pre-permit (Operational) / Initial Inspection,12.0
50119855,ABC KITCHEN,2024-04-01,A,Cycle Inspection / Initial Inspection,10.0
50087520,EPIC LOUNGE,2022-12-05,A,Cycle Inspection / Initial Inspection,7.0
41373803,Z-ONE DINER & LOUNGE,2024-05-02,A,Cycle Inspection / Re-inspection,13.0
40390758,WHITE CASTLE,2025-08-25,A,Cycle Inspection / Initial Inspection,12.0
41292678,EL COCO,2024-12-10,A,Cycle Inspection / Re-inspection,10.0
50099829,NORDSTROM BISTRO VERDE,2024-11-14,B,Cycle Inspection / Re-inspection,16.0
40750264,TIMES SQUARE CAFE,2025-07-22,A,Cycle Inspection / Re-inspection,4.0
50079434,CLINTON HALL,2022-08-02,A,Cycle Inspection / Initial Inspection,12.0
